id,status,time,card_type,city,amount,fees,discount,balance_before,is_weekend
9019,failed,2024-01-03 18:14:00,mastercard,Karaj,2748716,4725,19966,3391764,1
9020,success,2024-11-24 11:25:00,micro,Bandar Abbas,748373,1378,28241,1080662,1
9021,reversed,2024-03-14 20:32:00,virtual,Mashhad,664926,6078,18149,6718583,1
9022,failed,2024-05-23 18:07:00,gift,Rasht,2321705,2279,26389,6387601,0
9023,success,2024-07-18 19:28:00,micro,Tabriz,882841,528,9650,7823856,0
9024,failed,2024-05-21 01:18:00,prepaid,Tabriz,706271,438,17651,927273,0
9025,pending,2024-04-18 08:11:00,mastercard,Sanandaj,1800531,3016,15165,2150332,0
9026,reversed,2024-01-08 05:04:00,credit,Kermanshah,979440,6437,13138,1929893,1
9027,success,2024-04-14 22:48:00,visa,Yazd,3622048,425,21423,6039039,0
9028,reversed,2024-03-15 13:24:00,micro,Kerman,3503088,1602,4222,7956885,1
9029,reversed,2024-06-06 12:04:00,debit,Sanandaj,1819364,5813,8120,6584918,1
9030,processing,2024-12-02 11:06:00,nano,Qom,450672,1241,21878,5153602,1
9031,reversed,2024-06-24 12:47:00,visa,Bandar Abbas,1992505,5329,6596,4831789,1
9032,reversed,2024-06-09 08:21:00,visa,Tabriz,3112344,1039,22221,3180619,0
9033,processing,2024-11-29 00:26:00,visa,Tehran,1910521,4,2815,6482765,0
9034,pending,2024-02-21 21:52:00,gift,Qazvin,1948419,3824,9346,7959724,1
9035,success,2024-01-13 14:09:00,shaparak,Kerman,2079466,3640,21486,4519321,0
9036,failed,2024-07-11 05:12:00,gift,Qom,447944,2926,22252,4506732,0
9037,success,2024-10-28 18:31:00,debit,Kashan,3101303,611,18903,8946611,1
9038,reversed,2024-06-07 13:45:00,micro,Shiraz,3949637,2589,28423,6223104,0
9039,success,2024-02-25 01:38:00,gift,Tehran,3211815,6205,26790,5413016,0
9040,reversed,2024-01-25 16:08:00,nano,Mashhad,1279059,1497,7281,4900379,1
9041,pending,2024-10-17 21:49:00,shaparak,Karaj,1526907,2597,18170,5914244,0
9042,pending,2024-12-04 08:36:00,gift,Urmia,2564570,2696,13838,7582588,0
9043,pending,2024-11-20 12:15:00,micro,Isfahan,2181634,4166,16886,3880821,1
9044,processing,2024-08-19 13:24:00,prepaid,Isfahan,4438845,381,16575,6498546,0
9045,failed,2024-01-29 06:44:00,prepaid,Kerman,1654706,2592,25220,7194452,0
9046,failed,2024-06-02 01:46:00,debit,Karaj,2482932,607,21527,5038709,0
9047,processing,2024-01-18 06:23:00,gift,Qom,2322949,3789,20120,7476758,1
9048,reversed,2024-04-18 07:27:00,shaparak,Bandar Abbas,4876571,571,25355,7790231,0
9049,success,2024-05-17 22:40:00,prepaid,Kermanshah,927504,5567,7807,4884478,1
9050,processing,2024-12-20 12:54:00,virtual,Urmia,4025012,1468,2743,10520715,1
9051,reversed,2024-11-04 09:15:00,prepaid,Karaj,4755757,4038,5079,8516432,1
9052,pending,2024-11-08 23:09:00,micro,Sanandaj,3151806,3774,5692,6000126,1
9053,pending,2024-01-08 10:54:00,micro,Bandar Abbas,2737349,5231,7045,7429490,0
9054,processing,2024-10-20 16:45:00,nano,Kashan,4729466,4759,15010,6135722,1
9055,reversed,2024-08-19 22:02:00,micro,Isfahan,2767979,1597,24502,7050787,0
9056,failed,2024-01-14 10:21:00,mastercard,Tehran,2664798,3221,9241,4415519,1
9057,success,2024-04-17 20:38:00,visa,Sanandaj,3537275,5413,15766,5403797,0
9058,success,2024-03-02 22:13:00,prepaid,Bandar Abbas,4479440,6996,7730,4654615,1
9059,success,2024-02-23 17:21:00,nano,Tabriz,521434,6273,28796,3111541,0
9060,processing,2024-08-26 10:53:00,shaparak,Shiraz,4244963,100,23440,9957301,1
9061,success,2024-01-06 16:04:00,micro,Qom,2772390,2474,4359,2938477,0
9062,failed,2024-05-21 00:54:00,debit,Qazvin,2259718,4416,28773,5558935,0
9063,processing,2024-01-17 21:16:00,nano,Sanandaj,4160495,3161,19544,5285448,0
9064,pending,2024-05-27 12:15:00,mastercard,Isfahan,2287357,4448,13643,4111153,1
9065,reversed,2024-12-14 03:02:00,nano,Rasht,753064,35,21037,4321806,0
9066,pending,2024-02-17 03:01:00,mastercard,Tabriz,3960488,1629,4504,10261399,0
9067,pending,2024-06-15 23:50:00,prepaid,Bandar Abbas,436328,6444,29266,2994563,1
9068,success,2024-09-04 19:54:00,virtual,Mashhad,3991791,1375,4365,6929709,0
9069,failed,2024-04-26 23:48:00,prepaid,Qazvin,400345,381,19755,3198680,1
9070,pending,2024-11-18 06:54:00,shaparak,Kermanshah,2468865,6383,2716,3204697,1
9071,failed,2024-10-17 14:55:00,shaparak,Mashhad,1893664,3196,14269,6039382,0
9072,success,2024-12-13 14:48:00,nano,Kashan,2556425,1331,11042,7556091,1
9073,failed,2024-03-22 02:28:00,gift,Mashhad,1941592,2549,325,4979171,1
9074,reversed,2024-09-05 18:55:00,mastercard,Mashhad,2713916,6186,21402,7553626,0
9075,processing,2024-07-30 18:13:00,shaparak,Sanandaj,945041,4759,8333,4504469,1
9076,pending,2024-10-24 21:47:00,mastercard,Qazvin,4591298,194,7468,5977348,0
9077,processing,2024-04-29 17:33:00,nano,Bandar Abbas,1226806,3595,12092,2610732,0
9078,failed,2024-02-28 09:50:00,nano,Tehran,2891732,3731,28034,7512951,0
9079,pending,2024-03-29 16:28:00,debit,Kerman,4399597,3758,18725,5572863,0
9080,reversed,2024-04-21 14:15:00,nano,Arak,63962,5406,15701,4639170,0
9081,reversed,2024-08-31 01:57:00,prepaid,Tehran,1392231,933,15607,3253942,1
9082,reversed,2024-07-06 22:43:00,virtual,Kermanshah,1800108,6405,25162,2621729,0
9083,success,2024-06-02 04:54:00,mastercard,Arak,444009,1602,28077,7028642,0
9084,success,2024-09-21 10:10:00,prepaid,Kermanshah,2515972,1847,26050,5076952,1
9085,reversed,2024-10-30 13:02:00,credit,Shiraz,2994825,5604,9522,7699588,1
9086,success,2024-03-15 16:07:00,debit,Yazd,467358,3750,29579,4439920,1
9087,failed,2024-11-03 17:52:00,mastercard,Kerman,3407406,4349,5635,4114860,1
9088,processing,2024-07-08 10:30:00,debit,Isfahan,1921072,6698,16234,2210482,0
9089,reversed,2024-07-15 10:43:00,nano,Hamadan,511231,4154,26853,4401710,1
9090,processing,2024-10-07 13:03:00,virtual,Qom,2257128,6137,1414,4466751,0
9091,reversed,2024-01-11 10:20:00,shaparak,Tehran,2665175,3942,29723,4267611,0
9092,reversed,2024-04-02 15:16:00,visa,Arak,3852370,3211,21001,9427749,0
9093,pending,2024-02-25 01:07:00,gift,Karaj,623643,3828,28621,6223279,1
9094,success,2024-02-06 23:03:00,virtual,Rasht,3749866,639,10987,6678853,1
9095,processing,2024-11-03 21:29:00,mastercard,Karaj,633075,1060,18597,6620326,0
9096,success,2024-01-05 11:38:00,micro,Qom,3540662,3466,8737,7706004,1
9097,pending,2024-11-23 09:17:00,nano,Kerman,4726464,2855,7783,11386218,1
9098,reversed,2024-04-12 02:20:00,credit,Isfahan,2438742,508,9892,4763401,0
9099,failed,2024-07-05 20:55:00,mastercard,Qazvin,3584910,2112,3673,6892186,1
9100,reversed,2024-07-05 02:14:00,debit,Rasht,4502843,1169,23668,6363576,0
9101,failed,2024-10-04 02:01:00,micro,Qom,2827003,3104,1411,4433433,1
9102,processing,2024-11-21 16:35:00,virtual,Sanandaj,4184579,5723,23131,7527969,1
9103,pending,2024-10-01 23:23:00,debit,Karaj,3071907,2298,10751,9238439,1
9104,reversed,2024-10-11 22:13:00,credit,Kermanshah,1610009,3825,2013,6351872,0
9105,failed,2024-02-21 00:08:00,debit,Shiraz,1961623,3578,17157,5692604,0
9106,failed,2024-01-21 01:34:00,mastercard,Qazvin,278782,1117,24129,3152946,1
9107,pending,2024-03-29 11:56:00,nano,Yazd,3479283,4812,26643,3517735,0
9108,success,2024-12-04 17:37:00,credit,Kermanshah,3568896,5676,13059,3660467,0
9109,failed,2024-11-19 09:03:00,mastercard,Qazvin,4670158,5938,28751,10469451,1
9110,success,2024-07-22 06:02:00,virtual,Bandar Abbas,342065,2032,27267,4109727,0
9111,failed,2024-04-13 08:21:00,prepaid,Ahvaz,3079510,2968,10392,8713912,0
9112,reversed,2024-04-30 20:53:00,gift,Tehran,2482588,1977,19512,9413537,0
9113,reversed,2024-04-30 04:59:00,mastercard,Karaj,355970,3970,29444,5357067,1
9114,failed,2024-12-29 13:06:00,gift,Ahvaz,2138135,5186,7485,3494627,1
9115,pending,2024-03-11 01:12:00,credit,Hamadan,1404077,4450,23329,3380702,1
9116,pending,2024-08-03 18:33:00,mastercard,Ahvaz,3207869,2672,3039,5978816,0
9117,processing,2024-06-28 23:10:00,visa,Karaj,703579,5675,25826,7123446,0
9118,success,2024-02-15 20:26:00,shaparak,Qom,3877587,6647,18515,9838964,0
9119,pending,2024-03-11 07:48:00,virtual,Arak,4488292,447,8087,8050094,0
9120,failed,2024-05-05 03:09:00,virtual,Qom,1269201,9,19941,2563844,0
9121,processing,2024-07-02 06:56:00,micro,Qazvin,3844750,4605,15339,6868253,0
9122,processing,2024-06-17 05:28:00,nano,Kermanshah,1147959,6843,4184,7336325,1
9123,success,2024-09-17 23:14:00,micro,Sanandaj,480582,6675,10175,2529338,0
9124,failed,2024-07-10 23:50:00,gift,Ahvaz,4038292,2957,1312,10527531,1
9125,pending,2024-02-03 17:33:00,nano,Yazd,2901654,1802,8150,3689820,1
9126,failed,2024-02-28 23:31:00,gift,Kerman,1541399,4177,10359,7190588,1
9127,pending,2024-10-19 03:59:00,prepaid,Kermanshah,4597754,2353,3572,9084678,1
9128,failed,2024-10-03 05:04:00,virtual,Qom,4499943,1840,15704,5065686,1
9129,reversed,2024-09-29 16:07:00,prepaid,Kermanshah,670038,3009,22584,2876590,0
9130,failed,2024-05-16 15:31:00,visa,Ahvaz,3246732,5081,9234,4740364,1
9131,processing,2024-05-12 04:19:00,shaparak,Hamadan,4014293,3822,4605,9117369,1
9132,success,2024-10-06 06:50:00,visa,Kerman,1638252,5910,19644,7463545,0
9133,processing,2024-05-11 11:33:00,nano,Qazvin,2636851,3274,21176,3040891,0
9134,success,2024-01-22 11:43:00,credit,Bandar Abbas,2858709,407,9853,6266328,1
9135,failed,2024-09-09 17:41:00,visa,Kashan,2005065,2291,16853,4250905,1
9136,pending,2024-10-17 16:26:00,virtual,Urmia,2562547,4494,6995,6375337,0
9137,processing,2024-01-04 15:25:00,mastercard,Tehran,637674,1295,18696,6023246,1
9138,pending,2024-04-25 08:13:00,mastercard,Urmia,475368,3168,18573,4439409,0
9139,pending,2024-07-04 09:25:00,prepaid,Qom,1751610,2986,1800,8597524,1
9140,success,2024-11-04 21:14:00,mastercard,Isfahan,2215064,4307,13038,2643286,1
9141,reversed,2024-04-27 01:06:00,micro,Arak,4741306,3677,12210,8116670,1
9142,failed,2024-09-06 08:50:00,micro,Karaj,2494860,3349,10082,5958143,1
9143,success,2024-01-17 20:49:00,mastercard,Mashhad,3397009,2727,20105,9610344,1
9144,pending,2024-08-18 01:10:00,debit,Tabriz,163584,5007,22811,2047834,1
9145,success,2024-08-14 01:30:00,credit,Urmia,1312578,4252,3991,4070234,0
9146,processing,2024-10-27 11:00:00,prepaid,Tabriz,2924890,5350,13324,5389993,1
9147,reversed,2024-12-11 12:32:00,visa,Kermanshah,2749381,5231,3476,5518992,0
9148,failed,2024-04-25 07:20:00,mastercard,Tehran,4865737,1336,6592,7046131,0
9149,processing,2024-04-19 01:58:00,mastercard,Arak,4030936,2918,2485,4673627,0
9150,reversed,2024-06-14 15:39:00,debit,Qom,1186887,885,24415,6136034,1
9151,processing,2024-07-20 01:31:00,mastercard,Isfahan,106761,4673,16809,6520784,1
9152,success,2024-08-18 18:51:00,gift,Kermanshah,4503289,154,25478,9467991,1
9153,failed,2024-05-12 03:45:00,visa,Hamadan,2673615,6827,14909,8459639,1
9154,pending,2024-11-24 06:56:00,gift,Sanandaj,530860,4726,1609,3164258,1
9155,success,2024-07-03 22:26:00,gift,Mashhad,3582895,3889,10165,3855396,1
9156,success,2024-12-07 06:56:00,shaparak,Ahvaz,290238,2025,28893,5472124,0
9157,pending,2024-09-20 09:12:00,debit,Shiraz,4735849,6483,7672,9065009,0
9158,failed,2024-08-13 06:49:00,mastercard,Kermanshah,3849287,5354,17000,6916008,0
9159,success,2024-01-21 15:01:00,mastercard,Kashan,1118307,2999,9022,4995111,1
9160,processing,2024-05-19 12:05:00,micro,Shiraz,3461499,4056,5096,3552441,0
9161,reversed,2024-09-30 12:08:00,credit,Sanandaj,69878,6412,22832,3397223,0
9162,pending,2024-02-16 07:33:00,credit,Kermanshah,4378773,2480,5208,10658277,1
9163,processing,2024-05-20 15:13:00,mastercard,Ahvaz,1097714,1046,28789,2327277,1
9164,processing,2024-01-14 07:16:00,visa,Tabriz,1345219,5625,6944,1372119,1
9165,pending,2024-12-27 12:53:00,nano,Ahvaz,816418,5421,3248,7260173,0
9166,success,2024-07-31 14:50:00,credit,Hamadan,890102,6623,5515,7747633,0
9167,processing,2024-02-13 10:54:00,nano,Kerman,2625263,6079,10842,6054140,1
9168,success,2024-05-08 19:33:00,debit,Kermanshah,3905539,171,18010,9679948,1
9169,pending,2024-07-22 10:29:00,shaparak,Qazvin,3836179,2372,21742,6578169,0
9170,reversed,2024-02-10 05:50:00,credit,Kermanshah,3351644,4702,8722,6948397,0
9171,processing,2024-01-14 00:22:00,gift,Kermanshah,3746281,1464,18940,4742658,0
9172,processing,2024-03-09 22:55:00,prepaid,Karaj,3793357,5021,10438,7863176,1
9173,pending,2024-03-09 10:30:00,nano,Qazvin,2164891,2447,9575,8263194,0
9174,reversed,2024-09-26 22:50:00,virtual,Shiraz,2248975,3441,6701,6358313,1
9175,pending,2024-11-04 20:35:00,shaparak,Hamadan,2923943,2746,19185,5183961,0
9176,pending,2024-08-08 11:58:00,debit,Qazvin,3039395,3532,25759,4216367,0
9177,success,2024-12-17 09:18:00,prepaid,Arak,1273350,1554,1403,4754390,1
9178,reversed,2024-12-27 06:20:00,prepaid,Qazvin,4666088,4979,3673,9141356,0
9179,reversed,2024-05-02 14:09:00,shaparak,Kerman,4027655,6164,9383,5202366,0
9180,pending,2024-01-27 09:03:00,prepaid,Yazd,1127605,3023,10503,7746600,1
9181,pending,2024-07-21 05:18:00,shaparak,Kerman,912959,5942,23610,2820834,1
9182,reversed,2024-03-04 22:13:00,micro,Arak,703313,1190,15843,5844972,0
9183,success,2024-08-12 02:29:00,gift,Mashhad,3481952,4720,16425,8898518,1
9184,reversed,2024-06-07 12:56:00,micro,Bandar Abbas,3044766,5656,12990,3843273,1
9185,pending,2024-09-04 13:55:00,virtual,Tehran,593704,6674,26155,854603,0
9186,processing,2024-11-07 02:18:00,mastercard,Tehran,129948,4654,25674,5081699,0
9187,failed,2024-04-01 03:18:00,virtual,Arak,1358396,1064,7472,3894403,0
9188,processing,2024-05-18 08:59:00,debit,Sanandaj,3115938,110,29088,9476955,1
9189,reversed,2024-11-05 08:10:00,visa,Kashan,2298709,5155,15913,5047453,1
9190,reversed,2024-09-25 09:13:00,shaparak,Kerman,3242578,3118,2781,3517698,0
9191,failed,2024-12-06 08:01:00,visa,Qazvin,769406,3837,24275,6789265,0
9192,success,2024-08-13 07:52:00,micro,Sanandaj,866834,2301,4112,1767102,1
9193,pending,2024-09-11 03:24:00,gift,Shiraz,4228240,2058,25073,8486054,1
9194,pending,2024-09-25 05:51:00,gift,Sanandaj,3154606,323,24904,7081626,1
9195,pending,2024-11-28 20:17:00,shaparak,Ahvaz,3816158,5486,17134,7679750,0
9196,reversed,2024-08-21 02:34:00,credit,Mashhad,1835265,5317,4883,3890931,0
9197,success,2024-08-26 08:57:00,shaparak,Tehran,3599655,5871,5609,8513463,0
9198,reversed,2024-01-12 06:50:00,virtual,Qom,3017013,111,18602,3883184,1
9199,reversed,2024-06-13 10:04:00,mastercard,Bandar Abbas,4976703,5555,20365,9113869,0
9200,failed,2024-01-24 20:55:00,visa,Mashhad,3079668,105,10109,7530094,1
9201,pending,2024-03-01 07:30:00,mastercard,Qom,3536123,6475,13461,8171488,1
9202,processing,2024-12-28 00:24:00,mastercard,Rasht,4504257,6772,10482,10952486,1
9203,failed,2024-02-14 21:38:00,nano,Rasht,4830996,5696,9926,10969806,0
9204,processing,2024-06-09 18:37:00,gift,Tehran,1282348,2815,14437,5082018,1
9205,success,2024-06-23 19:50:00,gift,Mashhad,1207067,6211,15983,5759334,1
9206,failed,2024-04-28 03:47:00,nano,Isfahan,2681022,6875,21296,7333877,1
9207,pending,2024-04-02 08:18:00,virtual,Shiraz,449704,3421,16313,3431451,0
9208,pending,2024-05-16 00:56:00,debit,Mashhad,4875075,1261,16382,7616049,1
9209,pending,2024-02-04 18:43:00,micro,Sanandaj,3753868,716,15790,5003434,1
9210,pending,2024-10-02 01:24:00,shaparak,Mashhad,4488878,5875,13486,10784229,0
9211,failed,2024-08-09 02:49:00,mastercard,Rasht,4595349,3242,22847,4701862,0
9212,processing,2024-05-30 02:23:00,prepaid,Bandar Abbas,4038775,2846,4209,5158456,1
9213,success,2024-05-19 03:14:00,micro,Hamadan,4082896,3580,17663,4588098,0
9214,failed,2024-11-21 20:02:00,gift,Tabriz,1466430,2865,7866,4983106,1
9215,processing,2024-12-24 23:13:00,micro,Karaj,4040348,6986,9992,9960577,0
9216,processing,2024-02-20 21:15:00,shaparak,Mashhad,2094970,1021,2759,3298503,1
9217,reversed,2024-06-30 20:08:00,micro,Qazvin,4840907,697,8204,11013694,1
9218,success,2024-05-21 07:31:00,visa,Sanandaj,312984,5407,8627,6288218,1
9219,success,2024-10-29 16:20:00,gift,Bandar Abbas,2435037,1064,10704,4993950,1
9220,reversed,2024-01-05 18:39:00,gift,Isfahan,2005905,1739,17102,3965912,0
9221,processing,2024-01-14 08:37:00,virtual,Karaj,2116888,3708,28160,3554686,1
9222,reversed,2024-06-20 05:46:00,debit,Shiraz,3161339,6544,6731,6795925,0
9223,success,2024-02-29 18:43:00,credit,Tehran,1004253,6567,11856,6284520,0
9224,processing,2024-07-08 02:59:00,gift,Ahvaz,2777477,2553,17182,7308057,1
9225,reversed,2024-11-01 21:27:00,debit,Kermanshah,2938440,2747,2119,8810575,1
9226,success,2024-06-20 13:20:00,mastercard,Isfahan,1101664,3064,9175,5049879,0
9227,pending,2024-03-26 18:17:00,mastercard,Arak,3043826,4253,17689,7670217,0
9228,reversed,2024-01-08 23:24:00,micro,Isfahan,786515,1402,19110,4625243,0
9229,reversed,2024-10-22 03:34:00,credit,Arak,4493923,3569,28114,5921692,0
9230,failed,2024-10-21 07:09:00,gift,Isfahan,270917,1099,5865,5053339,1
9231,success,2024-02-12 16:08:00,gift,Isfahan,4043290,6745,22835,7448449,0
9232,pending,2024-12-27 19:46:00,micro,Kashan,569168,3840,19763,6556574,0
9233,processing,2024-05-09 22:22:00,visa,Tabriz,4862429,5540,10805,8617312,0
9234,success,2024-12-12 01:11:00,gift,Kermanshah,866999,5113,24775,7027862,1
9235,reversed,2024-01-22 06:32:00,micro,Yazd,4544403,1504,7663,11276736,0
9236,processing,2024-06-21 20:49:00,credit,Karaj,1035772,4700,11750,3704955,1
9237,reversed,2024-11-04 11:17:00,nano,Shiraz,907625,2291,22179,6342175,1
9238,processing,2024-04-26 22:45:00,nano,Qazvin,4159037,6823,16532,9007428,1
9239,pending,2024-04-07 23:31:00,visa,Urmia,4128297,4319,4765,8698194,1
9240,success,2024-11-13 12:37:00,shaparak,Isfahan,2967640,6544,24352,3333266,0
9241,success,2024-09-20 16:10:00,shaparak,Kerman,3208903,4739,22457,9303428,0
9242,failed,2024-11-05 11:40:00,mastercard,Qom,3688600,2863,18238,8418625,1
9243,success,2024-02-10 15:24:00,debit,Qom,3128936,5384,17183,9303631,0
9244,reversed,2024-04-28 15:42:00,nano,Kerman,342480,5119,29636,3515361,0
9245,pending,2024-12-23 06:57:00,prepaid,Qazvin,1605107,6935,17698,6848282,1
9246,reversed,2024-11-13 14:04:00,shaparak,Qazvin,3647256,3297,26673,5925351,0
9247,success,2024-05-10 22:04:00,virtual,Kerman,1118002,4372,12856,6973547,0
9248,processing,2024-08-04 09:18:00,gift,Kerman,1654462,5675,6730,5171379,0
9249,pending,2024-12-22 20:58:00,mastercard,Kermanshah,2897740,1166,10986,9349656,1
9250,pending,2024-01-29 17:26:00,mastercard,Rasht,122029,2240,29248,1728100,0
9251,processing,2024-06-07 22:14:00,mastercard,Hamadan,754377,3109,13742,1903324,0
9252,pending,2024-04-05 12:49:00,gift,Urmia,4192265,2087,7612,8315079,0
9253,pending,2024-11-18 09:20:00,mastercard,Tabriz,1361897,5994,17251,7463319,0
9254,reversed,2024-05-16 06:41:00,micro,Qom,484424,509,20390,5562628,1
9255,success,2024-04-18 11:56:00,nano,Rasht,3909909,6639,5044,5271006,0
9256,pending,2024-01-26 21:31:00,mastercard,Isfahan,240725,1730,11916,5233164,0
9257,processing,2024-02-29 03:59:00,mastercard,Qazvin,3747171,4172,19474,9945018,1
9258,processing,2024-07-16 13:17:00,debit,Arak,860553,2441,27817,1230663,1
9259,processing,2024-10-29 20:32:00,visa,Sanandaj,1907033,2121,16173,6379622,1
9260,processing,2024-09-09 03:59:00,micro,Shiraz,1052237,1861,12828,6160526,1
9261,failed,2024-02-29 20:40:00,micro,Arak,2495886,5192,2114,3597357,1
9262,success,2024-06-24 23:40:00,gift,Ahvaz,2219933,3043,9606,7163534,1
9263,failed,2024-12-12 03:03:00,visa,Yazd,2468492,6394,3051,3161766,1
9264,reversed,2024-01-15 01:40:00,gift,Kerman,4918150,2302,17180,8282428,0
9265,failed,2024-09-18 21:39:00,gift,Kashan,3745592,2586,14234,6362407,1
9266,processing,2024-10-10 00:30:00,nano,Tabriz,4573376,72,26418,7307361,0
9267,pending,2024-12-30 03:52:00,micro,Shiraz,168396,234,28352,6812812,1
9268,failed,2024-07-18 05:41:00,micro,Qom,4817777,4383,11657,11320598,1
9269,failed,2024-04-01 23:01:00,visa,Rasht,4878579,4229,23899,10412813,0
9270,failed,2024-12-19 22:49:00,shaparak,Kashan,2827963,2027,22398,4783038,1
9271,pending,2024-11-25 22:16:00,shaparak,Kashan,378732,4652,17406,2221823,1
9272,failed,2024-11-03 15:51:00,gift,Kermanshah,572283,1397,10009,2973955,0
9273,success,2024-12-25 04:12:00,credit,Tabriz,239320,5301,3740,4885742,0
9274,reversed,2024-12-08 12:00:00,shaparak,Bandar Abbas,1725666,4656,15798,3016121,0
9275,reversed,2024-05-03 22:44:00,prepaid,Sanandaj,1137716,576,6235,3269643,0
9276,success,2024-06-14 07:49:00,nano,Sanandaj,2174850,4913,23379,8531862,0
9277,failed,2024-05-14 06:32:00,credit,Ahvaz,2370529,5572,11151,6033588,1
9278,success,2024-12-08 04:08:00,debit,Rasht,314397,2950,4080,5146245,1
9279,processing,2024-07-08 13:30:00,gift,Kashan,148057,3166,2029,1983435,1
9280,success,2024-09-24 18:31:00,nano,Yazd,1482778,5210,5686,7203500,1
9281,pending,2024-10-13 23:14:00,credit,Arak,444952,5128,8882,4435603,0
9282,failed,2024-06-28 15:10:00,debit,Isfahan,998202,1057,8258,2895878,1
9283,failed,2024-08-05 00:14:00,debit,Kerman,48035,483,28222,6068415,1
9284,success,2024-08-03 20:51:00,mastercard,Rasht,1642932,1357,27299,1768567,1
9285,pending,2024-05-16 07:20:00,credit,Yazd,3806321,3253,28438,9426718,0
9286,failed,2024-11-29 19:31:00,gift,Hamadan,2045193,6315,28473,6867148,1
9287,processing,2024-02-02 00:07:00,prepaid,Qazvin,2341451,115,16189,4719509,0
9288,pending,2024-09-22 04:55:00,shaparak,Shiraz,3903999,211,29629,4379614,1
9289,processing,2024-02-04 04:29:00,debit,Karaj,2314778,6261,7022,8892526,1
9290,failed,2024-12-04 06:42:00,nano,Yazd,942215,681,13646,7345111,0
9291,failed,2024-06-17 11:51:00,visa,Hamadan,968946,6510,12669,4801830,0
9292,success,2024-03-25 12:52:00,mastercard,Rasht,2598356,5422,11312,4688923,1
9293,processing,2024-07-11 05:43:00,nano,Kermanshah,4164519,5091,17788,8560586,1
9294,processing,2024-04-07 13:31:00,prepaid,Urmia,1005773,2309,21677,6182925,0
9295,success,2024-06-05 03:30:00,nano,Tabriz,326699,1743,26811,6005969,0
9296,failed,2024-04-13 15:58:00,micro,Kashan,97389,5675,10509,5669945,1
9297,pending,2024-09-09 01:20:00,credit,Qom,1779847,3078,25812,8211238,0
9298,success,2024-03-02 02:37:00,micro,Karaj,4059193,6542,2230,6345402,0
9299,success,2024-03-19 13:38:00,shaparak,Kashan,1297955,5487,6595,1529077,1
9300,failed,2024-12-03 19:56:00,credit,Bandar Abbas,526784,766,15112,7057319,1
9301,processing,2024-10-29 14:27:00,virtual,Mashhad,333719,1275,7434,499041,1
9302,pending,2024-05-22 22:57:00,mastercard,Ahvaz,4416679,1998,25870,4964299,1
9303,reversed,2024-02-08 02:14:00,gift,Arak,3556868,540,23877,9033772,1
9304,failed,2024-03-26 19:00:00,micro,Sanandaj,1004136,5628,19578,7007157,1
9305,reversed,2024-04-20 04:02:00,gift,Arak,582992,2480,11723,2957725,0
9306,processing,2024-10-24 01:21:00,gift,Urmia,4104502,6623,18028,10391411,0
9307,processing,2024-11-12 18:14:00,visa,Shiraz,3558955,3382,7950,4030476,1
9308,success,2024-07-22 21:09:00,virtual,Qazvin,3756568,268,28456,10248913,1
9309,reversed,2024-10-21 21:48:00,visa,Qazvin,3172981,5669,20849,5983621,0
9310,reversed,2024-03-13 05:27:00,credit,Bandar Abbas,2568191,1051,10685,4005680,1
9311,failed,2024-08-13 15:41:00,debit,Shiraz,1524733,1963,20345,2452017,0
9312,success,2024-11-19 01:18:00,micro,Tehran,880130,5551,3152,7713725,1
9313,reversed,2024-04-20 10:57:00,debit,Kermanshah,4100281,6190,12285,5817699,0
9314,success,2024-01-26 14:49:00,debit,Qom,4607171,5984,24186,5156777,1
9315,reversed,2024-06-08 16:40:00,mastercard,Kerman,2775653,4151,14394,9114531,0
9316,processing,2024-06-25 11:11:00,shaparak,Mashhad,3049309,1824,22999,4865172,0
9317,success,2024-07-21 13:21:00,mastercard,Ahvaz,1774278,343,29303,6859339,1
9318,success,2024-12-22 03:44:00,nano,Sanandaj,408550,6914,17836,821351,1
9319,failed,2024-10-06 03:47:00,shaparak,Qazvin,4123889,4431,14519,10327121,1
9320,reversed,2024-09-09 12:46:00,nano,Qom,3126405,956,1649,8099682,0
9321,reversed,2024-02-10 07:04:00,prepaid,Hamadan,1399660,4224,28840,4228137,1
9322,pending,2024-07-07 08:27:00,visa,Qazvin,3312789,825,10321,3635847,1
9323,reversed,2024-01-18 12:14:00,debit,Tehran,1626086,4389,17104,7955662,0
9324,processing,2024-04-27 13:23:00,prepaid,Qazvin,4208661,2481,8717,6908178,1
9325,processing,2024-06-04 23:58:00,gift,Rasht,4609100,5543,11013,11288818,1
9326,pending,2024-07-12 23:38:00,shaparak,Ahvaz,3267997,1553,29264,9248788,0
9327,success,2024-12-20 06:34:00,micro,Isfahan,3944921,4592,20377,5810060,0
9328,success,2024-10-23 08:23:00,virtual,Qom,4904932,4395,20923,8823159,1
9329,success,2024-09-28 16:30:00,credit,Kerman,1655761,6289,28453,3007606,0
9330,processing,2024-05-21 12:31:00,debit,Urmia,1221597,1836,14275,4579571,1
9331,reversed,2024-04-23 16:47:00,gift,Urmia,3346079,2145,14814,9470341,1
9332,success,2024-05-05 08:05:00,credit,Hamadan,3121702,1968,29759,8801493,0
9333,failed,2024-09-03 00:18:00,prepaid,Karaj,2226629,2247,25710,4416662,0
9334,pending,2024-10-08 10:47:00,debit,Arak,4934544,3028,23003,7893798,0
